Categoria,Titulo,Conteudo,Palavras Chave,URL
Cadastros Gerais 📜,Configurar as despesas,"Configurar despesas
Tela: FND0001 - Despesas	Corpo: 0001
Descrição do Problema:
Gerar títulos financeiros referente a alguma despesa, sem a necessidade de gerar uma nota fiscal. Apontando os títulos para um local especifico sem que necessite ficar gerando títulos manuais, esporádicos e aleatórios para tal problema.
Configurando as Despesas.
1 - Dentro do Cadastro de Despesas adicionar as informações conforme você necessitar, e se caso quiser vincular um item como despesa também será possível.
Caminho: Financeiro > Cadastros > Despesas
Caminho: Desktop > Despesas
1 - Clicar em Despesas na tela de desktop
2 - Selecionar a Despesa na qual deseja gerar
3 – Inserir o valor da despesa
4 – Clicar em Aloca, no qual irá gerar uma linha com a despesa
Após criar as despesas ir no fup de colaborador (para gerar o contas a pagar)
Caminho: Financeiro > Relatorio > FUP Reembolso Colaborador
Selecionar os filtros conforme desejar para buscar as despesas e clicar em buscar
Para gerar o contas a pagar precisa:
1 - Selecionar a Despesa
2 – Selecionar o Situação
3 – Atualizar a situação
4 – Colocar","configurar, despesa",https://unoerpwiki.herokuapp.com/pt-br/Configurar-despesas
Cadastros Gerais 📜,A moeda não consta na tela CDD0012,"A moeda não consta na tela CDD0012
Tela: CDW0012 - Moedas 	Corpo: 
Parâmetro Relacionado: Moeda padrão do Sistema
Descrição do Problema: A moeda consta cadastrada, mas ao acessar a tela CDD0012 - Cadastro de Cotações de Moeda a mesma não consta na busca.
Descrição da Solução: A moeda não está aparecendo pois consta selecionada como padrão nos parâmetros. Devido a isso não consta na tela para inserir cotação.
Recomendação: Para que a moeda conste para inserir cotação é necessário alterar a moeda do parâmetro Cadastro Gerais - Cadastros Iniciais - Parâmetros Iniciais - Módulo Cadastros Gerais - Moeda padrão do Sistema.","moeda, moeda não consta, cdd0012",https://unoerpwiki.herokuapp.com/pt-br/a-moeda-n%C3%A3o-consta-na-tela-cdd0012
Cadastros Gerais 📜,Relatório Histórico da Class Fiscal,"Modelo KCS Branco
Tela: CDR0002 - Relatório Histórico da Class Fiscal	Corpo: 0001 (01.01)
Descrição do Problema:
Como adicionar a permissão CDR0002 - Relatório Histórico da Class Fiscal para aparecer na aplicação.
Verificar informações:
Para mostrar a tela de Relatório Histórico da Class Fiscal precisa adicionar a tela CDM0002 – Relatórios e CDR0002.
Os clientes que possuem essa permissão são S&T e Patamar. Adicionar a permissão (CDM0002 e CDR0002) no banco de dados do cliente desejado.
Após adicionar a permissão no banco de dados rodar o script abaixo no banco do cliente:
/* Script para criar Novo Menu*/
INSERT INTO sg_menu (cod_menu, programa, menu, sistema, cod_menu_pai, ordem, tp_aplicacao, desc_resumida, menu_en, menu_pt_BR, menu_clube)
                                      VALUES( 5125, 'CDM0002', 'RELATÓRIOS', 'CD', null, 249, 1, 'RELATÓRIOS', 'REPORTS', 'RELATÓRIOS', 'RELATÓRIOS');     
/* Script para criar a permissão da tela */
INSERT INTO sg_programa (programa, descricao, comando, tp_funcao, def_mascara_impressao, ind_programa_impressao, nome_programa_en, nome_programa_pt_BR, nome_programa_clube)
                VALUES ('CDM0002', NULL, 'cdm0002.do?method=prepTela', 1, NULL, 0, 'Reports', 'Relatórios', 'Relatórios');
/* Script para a tela CDR0002*/
INSERT INTO sg_programa (programa, descricao, comando, tp_funcao, def_mascara_impressao, ind_programa_impressao, nome_programa_en, nome_programa_pt_BR, nome_programa_clube)
                VALUES ('CDR0002', NULL, 'cdr0002.do?method=prepTela', 1, NULL, 0, 'Tax Classification History Report', 'Relatório Histórico da Class Fiscal', 'Relatório Histórico da Class Fiscal');","fiscal, relatorios, historicos, classificação",https://unoerpwiki.herokuapp.com/pt-br/Relatorio-historico
Cadastros Gerais 📜,Produtos e Serviços - Aba Similares,"CDW0201 - Produtos e Serviços – Aba Similares - PPW0008 - Liberação de Produção  
Tela PPW0008 - Liberação de Produção	Corpo: 0001 (01.01)
Problema
Quando o item não tiver saldo para atender a separação da ordem de produção, usar o item similar cadastrado conforme abaixo:
Módulo Cadastros Gerais: Produtos e serviços → CDW0201 - Produtos e Serviços -Aba Similares
Solução
O item ITEM_SIMILAR é um similar do código ITEM_ORIGINAL, o código ITEM_ORIGINAL faz parte da estrutura do item ESTRUTURA:
O item ITEM_ORIGINAL não tem estoque, portanto quando for realizado a liberação automática o sistema vai usar o ITEM_SIMILAR que tem estoque e foi parametrizado como similar do item ITEM_ORIGINAL.
Na tela de PPW0003 - Reporte de OPs vai constar o ITEM_SIMILAR:
Quando for realizado o reporte o saldo vai ser baixado também do item ITEM_SIMILAR:","produtos, serviços, aba, similares",https://unoerpwiki.herokuapp.com/pt-br/produtos-servicos-aba
Cadastros Gerais 📜,Cod Produto Cliente,"Cod Produto Cliente
Tela: CDW0201 - Produtos e Serviços	Corpo: 0001 (01.01)
Descrição do Problema:
O cliente precisa que ao emitir a nota o código de produto da nota seja o código de produto indicado pelo cliente.
Parâmetros Relacionados:
Permite incluir produtos relacionados a outro clientes? (0=Não, 1=Sim) 
É necessário que o parâmetro acima conste como SIM, caso contrário o sistema só permite incluir o item no pedido se o mesmo estiver vinculado ao cliente do pedido (cadastro feito na aba Cliente).
Descrição Solução
Ir na tela de CDW0201 - Produtos e Serviços (Cadastros Gerais – CDW0201 - Produtos e Serviços) na aba Cliente:
É necessário aplicar o BO “NotaFiscalEletronicaEntradaBO” conforme abaixo:
Sistema = VD
Nome Objeto = NotaFiscalEletronicaBO
Nome Objeto Custom = NotaFiscalEletronicaBOHolambelo
Após aplicar o BO é necessário reinciar o Tomcat.
Quando houver um faturamento de pedido com esse item para o cliente conforme cadastro, o sistema envia para a nota o cod produto cliente (00.04.teste) e não o Cod Produto cadastrado 00.04.00005.","produto, cliente, cod",https://unoerpwiki.herokuapp.com/pt-br/Cod-produto-cliente
Cadastros Gerais 📜,Rastro e Cod Anvisa,"RASTRO E COD PROD AVISA
1 - Cod Produto Anvisa: preencher o campo na aba fiscal com a numeração disponibilizada do produto pela Anvisa.
2 - Passo a passo para a geração de rastro na nota fiscal.
 Nos parâmetros do sistema, em Cadastros Gerais > Cadastros Iniciais > Parâmetros Iniciais >  NF-e Eletronica > Parâmetro: Indica se Gera Rastros da NF-e: precisa estar como SIM
Após realizar o processo acima, verificar se no cadastro do produto esta como Lote.
Após isso o produto que estiver cadastrado no sistema e em estoque precisa conter as seguintes informações preenchidas:
Dt Fabricação, Dt Validade e Lote / Embalagem.
Após tudo isso antes de faturar o pedido ele precisa obrigatoriamente ser separado pela tela de separação, não podendo somente alterar a situação do pedido e sim realizar o processo de separação como um todo.
Após todo esse processo realizar o faturamento do pedido para gerar o campo de Rastro.","cod, rastro, anvisa",https://unoerpwiki.herokuapp.com/pt-br/Rastro-cod-anvisa
Cadastros Gerais 📜,Empresas - Atualização Certificado NFe,"Empresas - Atualização Certificado NFe
Tela: CDW0002 - Empresas	Corpo: 
Atualização de certificado:
1 – Acessar o Cadastro de Empresa:
Módulo Cadastros Gerais: Empresas → CDW0002 - Empresas
Clicar no botão “Buscar” e selecionar a empresa que vai ter o certificado atualizado:
Clicar na opção “Procurar…” , buscar o arquivo e depois clicar no botão “Enviar”:
Preencher a senha no campo Senha Certificado e depois clicar em gravar, é possível verificar a","nfe, certificado, atualização, empresas",https://unoerpwiki.herokuapp.com/pt-br/empresas-atualiza%C3%A7%C3%A3o-certificado-nfe
Cadastros Gerais 📜,Botão receita federal - clientes,"CDW0101 – Clientes – Botão Receita Federal
CDW0101 – Clientes
Problema
Quando clicamos no botão 
 é definido um endereço diferente do que consta na consulta feita direto no site da receita:
Quando clicamos no botão 
 é feita uma consulta em uma API gratuita (site URL: https://www.receitaws.com.br) e os dados dessa base não são atualizados em tempo real, por isso alguns dados podem estar diferentes do que consta na receita federal.
Log do servidor:","clientes, federal, botão, receita",https://unoerpwiki.herokuapp.com/pt-br/receita-federal
Cadastros Gerais 📜,Cadastro de Regras - Código de beneficio fiscal para um tipo de contribuinte,"Código de beneficio fiscal para um tipo de contribuinte
Tela: CDW0039 - Cadastro de Regras 	Corpo: 0001
É necessário cadastrar um tipo de contribuinte para associar ao pedido: CADASTROS GERAIS > CADASTROS INICIAIS > TIPO DE CONTRIBUINTE.
Após o cadastramento é necessário ir na regras fiscais e cadastrar um novo item: 
(fazer em todas as regras cadastradas)
Dentro do item da regra deve estar informando a UF, tipo de contribuinte, Origem Fiscal, alíquotas e o Código do beneficio fiscal.
Após isso, na venda, será necessário colocar o tipo de contribuinte cadastrado para que possa puxar toda a configuração feita dentro da Regra de ICMS sistema.","cadastro, regras, codigo de beneficio fiscal",https://unoerpwiki.herokuapp.com/pt-br/Cadastro-de-Regras-Codigo-de-beneficio-fiscal
Cadastros Gerais 📜,Processo de configuração para provedores de email Gmail OAuth,"Configuração para provedores de email Gmail AOuth
Tela: CDW0001 	Corpo: 0001
Exemplo de erro: javax.mail.MessagingException: Could not connect to SMTP host: smtp.gmail.com, port: 587;
OC do exemplo: 347483
Para concluir a configuração do seu e-mail, será necessário gerar uma senha específica para aplicativos, que será usada para a integração com nosso sistema.
Por favor, siga os passos abaixo:
Acesse o link abaixo para gerar a senha de app para o seu e-mail:
Configuração de Senha de App Google
Após seguir as instruções, vá para este link para gerenciar e gerar a senha de aplicativo:
Gerenciar Senhas de App
Assim que gerar a senha, envie-a para o suporte para finalizar a configuração no nosso sistema. 
A senha poderá vir separada desta forma “GDDFJNS WUEJSJD OLKJII” (exemplo) , copie desta mesma forma e insira nos parâmetros de segurança, em senha do SMTP, conforme a imagem abaixo:
SMTP padrão - provedor que o cliente usa
E-mail de autenticação do SMTP - Email que tem a autenticação do provedor.
Usuário de SMTP - Email de login utilizado para se autenticar no servidor SMTP ao enviar e-mails.
Senha do SMTP - é a chave usada junto com o usuário (geralmente o e-mail) para autenticar o envio de mensagens em um servidor SMTP. (Neste caso, será onde você ira colocar a senha gerada pelo google)
Indica se o SMTP utiliza TLS - Este parâmetro precisa estar como SIM
Indica se o SMTP utiliza SSL - Este parâmetro precisa estar como NÃO
Porta de Envio do SMTP - Número de porta que o servidor SMTP usa para enviar e-mails. (Geralmente é 587, mas varia de cliente para cliente, valide com ele.)
Insira as mesma informações da imagem acima nos parâmetros de segurança do cliente,  e realize o teste, caso ainda não seja possível enviar os emails, será necessário aguardar até que o google valide as informações.",configuração gmail,https://unoerpwiki.herokuapp.com/pt-br/Suporte/Configura%C3%A7%C3%A3o-para-provedores-de-email-Gmail
Compras 🛍️,Processo de importação de compra,"Processo de importação 
Tela: CCW0008 - Processo de Importação	Corpo: 0001
Descrição do problema:
Cliente relata que não sabe realizar o processo de importação de compra 
Solução:
Primeiramente para começarmos o processo de importação no sistema, a nop que for inserida no sistema deve estar marcada a opção de Importação, pois assim o pedido de compra, vai ser considerado na importação, sendo assim vá em Vendas > Cadastro de Nop > Insira o código da Nop > Marque a opção informada!
Após marcado a opção de importação na nop, iremos em Compras > Pedidos de compras > E gerar nosso pedido
No pedido de compra, devemos informar o cod Fornecedor, Nop, Cod comprador, Cong Pagto, dentre outras informações.
Feito o preenchimento, o próximo passo será cadastrar o item no pedido, sendo assim busque o código ou digite o código do produto que será importado, insira sua quantidade e envie o produto 
Após feito o preenchimento do produto, grave o pedido e aprove-o 
Nesse processo foi demonstrado toda a forma de criar um pedido de Compra, caso você já tenha um pedido feito, basta seguir para as próximas etapas, porem atente-se de que a nop esteja configurada corretamente e que as informações fiscais do seu pedido esteja correta!
Na tela de processo de Importação, será necessario informar o mesmo fornecedor inserido no pedido de compra, pois o sistema irá localizar os pedidos criados em nome do mesmo, para trazer em tela.
No caso o fornecedor informado no exemplo anterior foi o 1 
Na opção de “ Importar compras ” o sistema já busca o fornecedor escolhido anteriormente, e ao clicar em buscar ele traz todos os pedidos de compras, vinculado ao mesmo, porem para termos uma facilidade maior em buscar o pedido desejado, iremos busca-lo pelo código 
Ao importar o pedido, o sistema vai trazer as informações do produto como Código, quantidade, preço unitário e etc...
Porem muitos campos não são preenchidos automaticamente, pois depende de uma Di que é passada pela contabilidade, nesse caso, verifique com a contabilidade as informações corretas para serem preenchidas na importação
Após esse preenchimento e os demais, grave a importação e verifique se as",processo de importação,https://unoerpwiki.herokuapp.com/pt-br/Processo-de-importacao-de-compra
